OTUId,taxonomy,kingdom,phylum,genus,species,Trophic.Mode,Guild
ITSall_OTUd_1154,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;s__Rhodotorula_subericola;,Fungi,Basidiomycota,Rhodotorula,Rhodotorula_subericola,Pathotroph-Saprotroph,Animal Symbiont-Undefined Saprotroph
ITSall_OTUd_1158,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unclassified_Chaetothyriales;g__unclassified_Chaetothyriales;s__Chaetothyriales_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1033,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unclassified_Leotiomycetes;f__unclassified_Leotiomycetes;g__unclassified_Leotiomycetes;s__Leotiomycetes_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1035,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1036,k__Fungi;p__Ascomycota;c__Dothideomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1037,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1039,k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__unclassified_Archaeorhizomycetaceae;s__Archaeorhizomycetaceae_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1042,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1043,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Placynthiella;s__Placynthiella_uliginosa;,Fungi,Ascomycota,Placynthiella,Placynthiella_uliginosa,Symbiotroph,Lichenized
ITSall_OTUd_1047,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1048,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1051,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;unclassified;,Fungi,Basidiomycota,Rhodotorula,unclassified,Pathotroph-Saprotroph,Animal Symbiont-Undefined Saprotroph
ITSall_OTUd_1010,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1011,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_fuscella;,Fungi,Ascomycota,Leptosphaeria,Leptosphaeria_fuscella,Pathotroph,Plant Pathogen
ITSall_OTUd_1016,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1017,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1018,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;s__Rhodotorula_glacialis;,Fungi,Basidiomycota,Rhodotorula,Rhodotorula_glacialis,Pathotroph-Saprotroph,Animal Symbiont-Undefined Saprotroph
ITSall_OTUd_1022,k__Fungi;p__Ascomycota;c__Dothideomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1023,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Byssolomataceae;g__Micarea;unclassified;,Fungi,Ascomycota,Micarea,unclassified,Symbiotroph,Lichenized
ITSall_OTUd_1024,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1025,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1026,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__unclassified_Chionosphaeraceae;s__Chionosphaeraceae_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1028,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1029,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1030,k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidales;unclassified;unclassified;unclassified;,Fungi,Chytridiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1032,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1073,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1076,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Byssolomataceae;g__Micarea;unclassified;,Fungi,Ascomycota,Micarea,unclassified,Symbiotroph,Lichenized
ITSall_OTUd_1077,k__Fungi;p__Ascomycota;c__Dothideomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1078,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Incertae_sedis;g__Moristroma;s__Moristroma_japonicum;,Fungi,Ascomycota,Moristroma,Moristroma_japonicum,unclassified,unclassified
ITSall_OTUd_1079,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Myxotrichaceae;g__unclassified_Myxotrichaceae;s__Myxotrichaceae_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1080,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1081,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;unclassified;,Fungi,Ascomycota,Penicillium,unclassified,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph
ITSall_OTUd_1083,k__Fungi;p__Ascomycota;c__Dothideomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1084,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1085,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1086,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1088,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unclassified_Ceratobasidiaceae;s__Ceratobasidiaceae_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1089,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiaceae;g__unclassified_Leotiaceae;s__Leotiaceae_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1055,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1057,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1058,k__Fungi;p__Ascomycota;c__Leotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1059,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1063,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1064,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1065,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Byssolomataceae;g__Micarea;unclassified;,Fungi,Ascomycota,Micarea,unclassified,Symbiotroph,Lichenized
ITSall_OTUd_1066,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1067,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__unclassified_Incertae_sedis;s__Incertae_sedis_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1069,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1072,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1288,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1289,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1290,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1291,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1292,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1294,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1298,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1300,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1301,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1304,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Ripartites;s__Ripartites_tricholoma;,Fungi,Basidiomycota,Ripartites,Ripartites_tricholoma,Saprotroph,Undefined Saprotroph
ITSall_OTUd_1305,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hyponectriaceae;g__unclassified_Hyponectriaceae;s__Hyponectriaceae_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1306,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1262,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__unclassified_Myriangiales;g__unclassified_Myriangiales;s__Myriangiales_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1263,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1264,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1266,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unclassified_Herpotrichiellaceae;s__Herpotrichiellaceae_sp;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1271,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1272,k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1273,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Dyplolabia;s__Dyplolabia_afzelii;,Fungi,Ascomycota,Dyplolabia,Dyplolabia_afzelii,Symbiotroph,Lichenized
ITSall_OTUd_1274,k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1275,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_saponaceum;,Fungi,Basidiomycota,Tricholoma,Tricholoma_saponaceum,Symbiotroph,Ectomycorrhizal
ITSall_OTUd_1279,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1281,k__Fungi;p__Ascomycota;c__Sordariomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1282,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1283,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1285,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Gymnopus;s__Gymnopus_subnudus;,Fungi,Basidiomycota,Gymnopus,Gymnopus_subnudus,Saprotroph,Undefined Saprotroph
ITSall_OTUd_1327,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Incertae_sedis;g__Homortomyces;s__Homortomyces_combreti;,Fungi,Ascomycota,Homortomyces,Homortomyces_combreti,unclassified,unclassified
ITSall_OTUd_1329,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1330,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1332,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1333,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1334,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1338,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Tremella;s__Tremella_phaeographinae;,Fungi,Basidiomycota,Tremella,Tremella_phaeographinae,Pathotroph-Symbiotroph,Mycoparasite
ITSall_OTUd_1339,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1340,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1341,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1345,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1346,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1307,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1309,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1310,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1312,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1313,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1314,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;s__Olpidium_virulentus;,Fungi,Chytridiomycota,Olpidium,Olpidium_virulentus,Pathotroph,Parasite
ITSall_OTUd_1315,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1316,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1317,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1318,k__Fungi;p__Ascomycota;c__Eurotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1320,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_swiecickii;,Fungi,Ascomycota,Penicillium,Penicillium_swiecickii,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph
ITSall_OTUd_1322,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Scorias;s__Scorias_leucadendri;,Fungi,Ascomycota,Scorias,Scorias_leucadendri,Saprotroph,Undefined Saprotroph
ITSall_OTUd_1323,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1325,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Kwoniella;s__Kwoniella_betulae;,Fungi,Basidiomycota,Kwoniella,Kwoniella_betulae,unclassified,unclassified
ITSall_OTUd_1326,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1203,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Lentariaceae;g__Kavinia;s__Kavinia_alboviridis;,Fungi,Basidiomycota,Kavinia,Kavinia_alboviridis,Saprotroph,Undefined Saprotroph
ITSall_OTUd_1205,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1209,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1210,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1211,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Sporobolomyces;s__Sporobolomyces_lophatheri;,Fungi,Basidiomycota,Sporobolomyces,Sporobolomyces_lophatheri,Pathotroph,Mycoparasite
ITSall_OTUd_1212,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1213,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1214,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1215,k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;g__Vermispora;s__Vermispora_fusarina;,Fungi,Ascomycota,Vermispora,Vermispora_fusarina,unclassified,unclassified
ITSall_OTUd_1216,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1219,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1220,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__Pilidium;s__Pilidium_concavum;,Fungi,Ascomycota,Pilidium,Pilidium_concavum,Pathotroph,Plant Pathogen
ITSall_OTUd_1181,k__Fungi;p__Ascomycota;c__Leotiomycetes;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1192,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1195,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__unclassified_Sebacinaceae;s__Sebacinaceae_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1198,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1199,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1200,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;unclassified;,Fungi,Ascomycota,Talaromyces,unclassified,Saprotroph,Undefined Saprotroph
ITSall_OTUd_1242,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Neophaeomoniella;s__Neophaeomoniella_eucalypti;,Fungi,Ascomycota,Neophaeomoniella,Neophaeomoniella_eucalypti,unclassified,unclassified
ITSall_OTUd_1243,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1247,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1248,k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,unclassified,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1249,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1250,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1252,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__unclassified_Sebacinales;g__unclassified_Sebacinales;s__Sebacinales_sp;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1253,k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1254,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__Dactylaria;s__Dactylaria_mitrata;,Fungi,Ascomycota,Dactylaria,Dactylaria_mitrata,Pathotroph,Plant Pathogen
ITSall_OTUd_1255,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;unclassified;,Fungi,Basidiomycota,Clitopilus,unclassified,Saprotroph,Undefined Saprotroph
ITSall_OTUd_1257,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;unclassified;unclassified;,Fungi,Ascomycota,unclassified,unclassified,unclassified,unclassified
ITSall_OTUd_1258,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__Lecanora_orientoafricana;,Fungi,Ascomycota,Lecanora,Lecanora_orientoafricana,Symbiotroph,Lichenized
ITSall_OTUd_1259,k__Fungi;p__Basidiomycota;unclassified;unclassified;unclassified;unclassified;unclassified;,Fungi,Basidiomycota,unclassified,unclassified,unclassified,unclassified
